id,genre,instrument,mood/theme
gJB_sFM_c01_d08_mJB0_ch08_6,instrumentalpop,"acousticguitar,guitar,piano",energetic
gJB_sFM_c01_d08_mJB0_ch08_7,instrumentalpop,"acousticguitar,guitar,electricguitar",energetic
gJB_sFM_c01_d08_mJB0_ch08_8,instrumentalpop,"piano,acousticguitar,electricpiano",emotional
gJB_sFM_c01_d08_mJB0_ch08_9,instrumentalpop,"acousticguitar,piano,guitar",energetic
gJB_sFM_c01_d09_mJB0_ch15_1,instrumentalpop,"acousticguitar,strings,guitar",emotional
gJB_sFM_c01_d09_mJB0_ch15_2,instrumentalpop,"acousticguitar,bass,guitar",energetic
gJB_sFM_c01_d09_mJB0_ch15_3,instrumentalpop,"acousticguitar,guitar,electricguitar",emotional
gJB_sFM_c01_d09_mJB0_ch15_4,instrumentalpop,"acousticguitar,guitar,piano",energetic
gJB_sFM_c01_d09_mJB0_ch15_5,instrumentalpop,"acousticguitar,guitar,electricguitar",energetic
gJB_sFM_c01_d09_mJB0_ch15_6,instrumentalpop,"acousticguitar,guitar,piano",energetic
gJB_sFM_c01_d09_mJB0_ch15_7,instrumentalpop,"acousticguitar,guitar,electricguitar",energetic
gJB_sFM_c01_d09_mJB0_ch15_8,instrumentalpop,"piano,acousticguitar,electricpiano",emotional
gJB_sFM_c01_d09_mJB0_ch15_9,instrumentalpop,"acousticguitar,piano,guitar",energetic
gJB_sBM_c01_d07_mJB1_ch03_1,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d07_mJB1_ch03_2,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d07_mJB1_ch04_1,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d07_mJB1_ch04_2,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d07_mJB1_ch05_1,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d07_mJB1_ch05_2,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d07_mJB1_ch06_1,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d07_mJB1_ch06_2,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d07_mJB1_ch07_1,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d07_mJB1_ch07_2,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d07_mJB1_ch08_1,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d07_mJB1_ch08_2,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d07_mJB1_ch09_1,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d07_mJB1_ch09_2,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d07_mJB1_ch10_1,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d07_mJB1_ch10_2,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d08_mJB1_ch03_1,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d08_mJB1_ch03_2,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d08_mJB1_ch04_1,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d08_mJB1_ch04_2,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d08_mJB1_ch05_1,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d08_mJB1_ch05_2,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d08_mJB1_ch06_1,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d08_mJB1_ch06_2,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d08_mJB1_ch07_1,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d08_mJB1_ch07_2,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d08_mJB1_ch08_1,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d08_mJB1_ch08_2,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d08_mJB1_ch09_1,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d08_mJB1_ch09_2,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d08_mJB1_ch10_1,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d08_mJB1_ch10_2,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sFM_c01_d07_mJB1_ch02_1,instrumentalpop,"piano,electricpiano,strings",emotional
gJB_sFM_c01_d07_mJB1_ch02_2,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sFM_c01_d07_mJB1_ch02_3,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sFM_c01_d07_mJB1_ch02_4,instrumentalpop,"piano,electricpiano,strings",emotional
gJB_sFM_c01_d07_mJB1_ch02_5,instrumentalpop,"piano,electricpiano,strings",emotional
gJB_sFM_c01_d07_mJB1_ch02_6,jazz,"piano,electricpiano,strings",emotional
gJB_sFM_c01_d07_mJB1_ch02_7,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sFM_c01_d07_mJB1_ch02_8,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sFM_c01_d08_mJB1_ch09_1,instrumentalpop,"piano,electricpiano,strings",emotional
gJB_sFM_c01_d08_mJB1_ch09_2,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sFM_c01_d08_mJB1_ch09_3,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sFM_c01_d08_mJB1_ch09_4,instrumentalpop,"piano,electricpiano,strings",emotional
gJB_sFM_c01_d08_mJB1_ch09_5,instrumentalpop,"piano,electricpiano,strings",emotional
gJB_sFM_c01_d08_mJB1_ch09_6,jazz,"piano,electricpiano,strings",emotional
gJB_sFM_c01_d08_mJB1_ch09_7,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sFM_c01_d08_mJB1_ch09_8,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sFM_c01_d09_mJB1_ch16_1,instrumentalpop,"piano,electricpiano,strings",emotional
gJB_sFM_c01_d09_mJB1_ch16_2,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sFM_c01_d09_mJB1_ch16_3,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sFM_c01_d09_mJB1_ch16_4,instrumentalpop,"piano,electricpiano,strings",emotional
gJB_sFM_c01_d09_mJB1_ch16_5,instrumentalpop,"piano,electricpiano,strings",emotional
gJB_sFM_c01_d09_mJB1_ch16_6,jazz,"piano,electricpiano,strings",emotional
gJB_sFM_c01_d09_mJB1_ch16_7,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sFM_c01_d09_mJB1_ch16_8,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sFM_c01_d09_mJB1_ch21_1,instrumentalpop,"piano,electricpiano,strings",emotional
gJB_sFM_c01_d09_mJB1_ch21_2,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sFM_c01_d09_mJB1_ch21_3,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sFM_c01_d09_mJB1_ch21_4,instrumentalpop,"piano,electricpiano,strings",emotional
gJB_sFM_c01_d09_mJB1_ch21_5,instrumentalpop,"piano,electricpiano,strings",emotional
gJB_sFM_c01_d09_mJB1_ch21_6,jazz,"piano,electricpiano,strings",emotional
gJB_sFM_c01_d09_mJB1_ch21_7,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sFM_c01_d09_mJB1_ch21_8,instrumentalpop,"piano,strings,electricpiano",emotional
gJB_sBM_c01_d07_mJB2_ch03_1,experimental,"electricpiano,piano,bass",film
gJB_sBM_c01_d07_mJB2_ch03_2,jazz,"electricpiano,piano,bass",film
gJB_sBM_c01_d07_mJB2_ch04_1,experimental,"electricpiano,piano,bass",film
gJB_sBM_c01_d07_mJB2_ch04_2,jazz,"electricpiano,piano,bass",film
gJB_sBM_c01_d07_mJB2_ch05_1,experimental,"electricpiano,piano,bass",film
gJB_sBM_c01_d07_mJB2_ch05_2,jazz,"electricpiano,piano,bass",film
gJB_sBM_c01_d07_mJB2_ch06_1,experimental,"electricpiano,piano,bass",film
gJB_sBM_c01_d07_mJB2_ch06_2,jazz,"electricpiano,piano,bass",film
gJB_sBM_c01_d07_mJB2_ch07_1,experimental,"electricpiano,piano,bass",film
gJB_sBM_c01_d07_mJB2_ch07_2,jazz,"electricpiano,piano,bass",film
gJB_sBM_c01_d07_mJB2_ch08_1,experimental,"electricpiano,piano,bass",film
gJB_sBM_c01_d07_mJB2_ch08_2,jazz,"electricpiano,piano,bass",film
gJB_sBM_c01_d07_mJB2_ch09_1,experimental,"electricpiano,piano,bass",film
gJB_sBM_c01_d07_mJB2_ch09_2,jazz,"electricpiano,piano,bass",film
gJB_sBM_c01_d07_mJB2_ch10_1,experimental,"electricpiano,piano,bass",film
gJB_sBM_c01_d07_mJB2_ch10_2,jazz,"electricpiano,piano,bass",film
gJB_sBM_c01_d09_mJB2_ch03_1,experimental,"electricpiano,piano,bass",film
gJB_sBM_c01_d09_mJB2_ch03_2,jazz,"electricpiano,piano,bass",film
gJB_sBM_c01_d09_mJB2_ch04_1,experimental,"electricpiano,piano,bass",film
gJB_sBM_c01_d09_mJB2_ch04_2,jazz,"electricpiano,piano,bass",film
gJB_sBM_c01_d09_mJB2_ch05_1,experimental,"electricpiano,piano,bass",film
gJB_sBM_c01_d09_mJB2_ch05_2,jazz,"electricpiano,piano,bass",film
gJB_sBM_c01_d09_mJB2_ch06_1,experimental,"electricpiano,piano,bass",film
gJB_sBM_c01_d09_mJB2_ch06_2,jazz,"electricpiano,piano,bass",film
gJB_sBM_c01_d09_mJB2_ch07_1,experimental,"electricpiano,piano,bass",film
gJB_sBM_c01_d09_mJB2_ch07_2,jazz,"electricpiano,piano,bass",film
gJB_sBM_c01_d09_mJB2_ch08_1,experimental,"electricpiano,piano,bass",film
gJB_sBM_c01_d09_mJB2_ch08_2,jazz,"electricpiano,piano,bass",film
gJB_sBM_c01_d09_mJB2_ch09_1,experimental,"electricpiano,piano,bass",film
gJB_sBM_c01_d09_mJB2_ch09_2,jazz,"electricpiano,piano,bass",film
gJB_sBM_c01_d09_mJB2_ch10_1,experimental,"electricpiano,piano,bass",film
gJB_sBM_c01_d09_mJB2_ch10_2,jazz,"electricpiano,piano,bass",film
gJB_sFM_c01_d07_mJB2_ch03_1,experimental,"electricpiano,piano,bass",film
gJB_sFM_c01_d07_mJB2_ch03_2,experimental,"electricpiano,piano,bass",energetic
gJB_sFM_c01_d07_mJB2_ch03_3,jazz,"piano,electricpiano,bass",film
gJB_sFM_c01_d07_mJB2_ch03_4,experimental,"electricpiano,piano,bass",energetic
gJB_sFM_c01_d07_mJB2_ch03_5,jazz,"electricpiano,piano,computer",energetic
gJB_sFM_c01_d07_mJB2_ch03_6,jazz,"electricpiano,piano,computer",energetic
gJB_sFM_c01_d07_mJB2_ch03_7,experimental,"electricpiano,piano,bass",energetic
gJB_sFM_c01_d07_mJB2_ch03_8,jazz,"electricpiano,piano,computer",emotional
gJB_sFM_c01_d08_mJB2_ch10_1,experimental,"electricpiano,piano,bass",film
gJB_sFM_c01_d08_mJB2_ch10_2,experimental,"electricpiano,piano,bass",energetic
gJB_sFM_c01_d08_mJB2_ch10_3,jazz,"piano,electricpiano,bass",film
gJB_sFM_c01_d08_mJB2_ch10_4,experimental,"electricpiano,piano,bass",energetic
gJB_sFM_c01_d08_mJB2_ch10_5,jazz,"electricpiano,piano,computer",energetic
gJB_sFM_c01_d08_mJB2_ch10_6,jazz,"electricpiano,piano,computer",energetic
gJB_sFM_c01_d08_mJB2_ch10_7,experimental,"electricpiano,piano,bass",energetic
gJB_sFM_c01_d08_mJB2_ch10_8,jazz,"electricpiano,piano,computer",emotional
gJB_sFM_c01_d09_mJB2_ch17_1,experimental,"electricpiano,piano,bass",film
gJB_sFM_c01_d09_mJB2_ch17_2,experimental,"electricpiano,piano,bass",energetic
gJB_sFM_c01_d09_mJB2_ch17_3,jazz,"piano,electricpiano,bass",film
gJB_sFM_c01_d09_mJB2_ch17_4,experimental,"electricpiano,piano,bass",energetic
gJB_sFM_c01_d09_mJB2_ch17_5,jazz,"electricpiano,piano,computer",energetic
gJB_sFM_c01_d09_mJB2_ch17_6,jazz,"electricpiano,piano,computer",energetic
gJB_sFM_c01_d09_mJB2_ch17_7,experimental,"electricpiano,piano,bass",energetic
gJB_sFM_c01_d09_mJB2_ch17_8,jazz,"electricpiano,piano,computer",emotional
gJB_sBM_c01_d07_mJB3_ch03_1,indie,"piano,strings,electricpiano",film
gJB_sBM_c01_d07_mJB3_ch03_2,newage,"piano,strings,bass",film
gJB_sBM_c01_d07_mJB3_ch04_1,indie,"piano,strings,electricpiano",film
gJB_sBM_c01_d07_mJB3_ch04_2,newage,"piano,strings,bass",film
gJB_sBM_c01_d07_mJB3_ch05_1,indie,"piano,strings,electricpiano",film
gJB_sBM_c01_d07_mJB3_ch05_2,newage,"piano,strings,bass",film
gJB_sBM_c01_d07_mJB3_ch06_1,indie,"piano,strings,electricpiano",film
gJB_sBM_c01_d07_mJB3_ch06_2,newage,"piano,strings,bass",film
gJB_sBM_c01_d07_mJB3_ch07_1,indie,"piano,strings,electricpiano",film
gJB_sBM_c01_d07_mJB3_ch07_2,newage,"piano,strings,bass",film
gJB_sBM_c01_d07_mJB3_ch08_1,indie,"piano,strings,electricpiano",film
gJB_sBM_c01_d07_mJB3_ch08_2,newage,"piano,strings,bass",film
gJB_sBM_c01_d07_mJB3_ch09_1,indie,"piano,strings,electricpiano",film
gJB_sBM_c01_d07_mJB3_ch09_2,newage,"piano,strings,bass",film
gJB_sBM_c01_d07_mJB3_ch10_1,indie,"piano,strings,electricpiano",film
gJB_sBM_c01_d07_mJB3_ch10_2,newage,"piano,strings,bass",film
gJB_sBM_c01_d09_mJB3_ch03_1,indie,"piano,strings,electricpiano",film
gJB_sBM_c01_d09_mJB3_ch03_2,newage,"piano,strings,bass",film
gJB_sBM_c01_d09_mJB3_ch04_1,indie,"piano,strings,electricpiano",film
gJB_sBM_c01_d09_mJB3_ch04_2,newage,"piano,strings,bass",film
gJB_sBM_c01_d09_mJB3_ch05_1,indie,"piano,strings,electricpiano",film
gJB_sBM_c01_d09_mJB3_ch05_2,newage,"piano,strings,bass",film
gJB_sBM_c01_d09_mJB3_ch06_1,indie,"piano,strings,electricpiano",film
gJB_sBM_c01_d09_mJB3_ch06_2,newage,"piano,strings,bass",film
gJB_sBM_c01_d09_mJB3_ch07_1,indie,"piano,strings,electricpiano",film
gJB_sBM_c01_d09_mJB3_ch07_2,newage,"piano,strings,bass",film
gJB_sBM_c01_d09_mJB3_ch08_1,indie,"piano,strings,electricpiano",film
gJB_sBM_c01_d09_mJB3_ch08_2,newage,"piano,strings,bass",film
gJB_sBM_c01_d09_mJB3_ch09_1,indie,"piano,strings,electricpiano",film
gJB_sBM_c01_d09_mJB3_ch09_2,newage,"piano,strings,bass",film
gJB_sBM_c01_d09_mJB3_ch10_1,indie,"piano,strings,electricpiano",film
gJB_sBM_c01_d09_mJB3_ch10_2,newage,"piano,strings,bass",film
gJB_sFM_c01_d07_mJB3_ch04_1,jazz,"piano,strings,electricpiano",film
gJB_sFM_c01_d07_mJB3_ch04_2,indie,"piano,bass,strings",film
gJB_sFM_c01_d07_mJB3_ch04_3,jazz,"piano,bass,strings",energetic
gJB_sFM_c01_d07_mJB3_ch04_4,jazz,"piano,electricpiano,bass",energetic
gJB_sFM_c01_d07_mJB3_ch04_5,indie,"piano,strings,bass",emotional
gJB_sFM_c01_d07_mJB3_ch04_6,instrumentalpop,"piano,strings,bass",emotional
gJB_sFM_c01_d07_mJB3_ch04_7,jazz,"piano,strings,electricpiano",film
gJB_sFM_c01_d07_mJB3_ch07_1,jazz,"piano,strings,electricpiano",film
gJB_sFM_c01_d07_mJB3_ch07_2,indie,"piano,bass,strings",film
gJB_sFM_c01_d07_mJB3_ch07_3,jazz,"piano,bass,strings",energetic
gJB_sFM_c01_d07_mJB3_ch07_4,jazz,"piano,electricpiano,bass",energetic
gJB_sFM_c01_d07_mJB3_ch07_5,indie,"piano,strings,bass",emotional
gJB_sFM_c01_d07_mJB3_ch07_6,instrumentalpop,"piano,strings,bass",emotional
gJB_sFM_c01_d07_mJB3_ch07_7,jazz,"piano,strings,electricpiano",film
gJB_sFM_c01_d08_mJB3_ch11_1,jazz,"piano,strings,electricpiano",film
gJB_sFM_c01_d08_mJB3_ch11_2,indie,"piano,bass,strings",film
gJB_sFM_c01_d08_mJB3_ch11_3,jazz,"piano,bass,strings",energetic
gJB_sFM_c01_d08_mJB3_ch11_4,jazz,"piano,electricpiano,bass",energetic
gJB_sFM_c01_d08_mJB3_ch11_5,indie,"piano,strings,bass",emotional
gJB_sFM_c01_d08_mJB3_ch11_6,instrumentalpop,"piano,strings,bass",emotional
gJB_sFM_c01_d08_mJB3_ch11_7,jazz,"piano,strings,electricpiano",film
gJB_sFM_c01_d09_mJB3_ch18_1,jazz,"piano,strings,electricpiano",film
gJB_sFM_c01_d09_mJB3_ch18_2,indie,"piano,bass,strings",film
gJB_sFM_c01_d09_mJB3_ch18_3,jazz,"piano,bass,strings",energetic
gJB_sFM_c01_d09_mJB3_ch18_4,jazz,"piano,electricpiano,bass",energetic
gJB_sFM_c01_d09_mJB3_ch18_5,indie,"piano,strings,bass",emotional
gJB_sFM_c01_d09_mJB3_ch18_6,instrumentalpop,"piano,strings,bass",emotional
gJB_sFM_c01_d09_mJB3_ch18_7,jazz,"piano,strings,electricpiano",film
gJB_sBM_c01_d08_mJB4_ch03_1,instrumentalpop,"piano,electricpiano,drummachine",energetic
gJB_sBM_c01_d08_mJB4_ch03_2,newage,"piano,electricpiano,synthesizer",energetic
gJB_sBM_c01_d08_mJB4_ch04_1,instrumentalpop,"piano,electricpiano,drummachine",energetic
gJB_sBM_c01_d08_mJB4_ch04_2,newage,"piano,electricpiano,synthesizer",energetic
gJB_sBM_c01_d08_mJB4_ch05_1,instrumentalpop,"piano,electricpiano,drummachine",energetic
gJB_sBM_c01_d08_mJB4_ch05_2,newage,"piano,electricpiano,synthesizer",energetic
gJB_sBM_c01_d08_mJB4_ch06_1,instrumentalpop,"piano,electricpiano,drummachine",energetic
gJB_sBM_c01_d08_mJB4_ch06_2,newage,"piano,electricpiano,synthesizer",energetic
gJB_sBM_c01_d08_mJB4_ch07_1,instrumentalpop,"piano,electricpiano,drummachine",energetic
gJB_sBM_c01_d08_mJB4_ch07_2,newage,"piano,electricpiano,synthesizer",energetic
gJB_sBM_c01_d08_mJB4_ch08_1,instrumentalpop,"piano,electricpiano,drummachine",energetic
gJB_sBM_c01_d08_mJB4_ch08_2,newage,"piano,electricpiano,synthesizer",energetic
gJB_sBM_c01_d08_mJB4_ch09_1,instrumentalpop,"piano,electricpiano,drummachine",energetic
gJB_sBM_c01_d08_mJB4_ch09_2,newage,"piano,electricpiano,synthesizer",energetic
gJB_sBM_c01_d08_mJB4_ch10_1,instrumentalpop,"piano,electricpiano,drummachine",energetic
gJB_sBM_c01_d08_mJB4_ch10_2,newage,"piano,electricpiano,synthesizer",energetic
gJB_sBM_c01_d09_mJB4_ch03_1,instrumentalpop,"piano,electricpiano,drummachine",energetic
gJB_sBM_c01_d09_mJB4_ch03_2,newage,"piano,electricpiano,synthesizer",energetic
gJB_sBM_c01_d09_mJB4_ch04_1,instrumentalpop,"piano,electricpiano,drummachine",energetic
gJB_sBM_c01_d09_mJB4_ch04_2,newage,"piano,electricpiano,synthesizer",energetic
gJB_sBM_c01_d09_mJB4_ch05_1,instrumentalpop,"piano,electricpiano,drummachine",energetic
gJB_sBM_c01_d09_mJB4_ch05_2,newage,"piano,electricpiano,synthesizer",energetic
gJB_sBM_c01_d09_mJB4_ch06_1,instrumentalpop,"piano,electricpiano,drummachine",energetic
gJB_sBM_c01_d09_mJB4_ch06_2,newage,"piano,electricpiano,synthesizer",energetic
gJB_sBM_c01_d09_mJB4_ch07_1,instrumentalpop,"piano,electricpiano,drummachine",energetic
gJB_sBM_c01_d09_mJB4_ch07_2,newage,"piano,electricpiano,synthesizer",energetic
gJB_sBM_c01_d09_mJB4_ch08_1,instrumentalpop,"piano,electricpiano,drummachine",energetic
gJB_sBM_c01_d09_mJB4_ch08_2,newage,"piano,electricpiano,synthesizer",energetic
gJB_sBM_c01_d09_mJB4_ch09_1,instrumentalpop,"piano,electricpiano,drummachine",energetic
gJB_sBM_c01_d09_mJB4_ch09_2,newage,"piano,electricpiano,synthesizer",energetic
gJB_sBM_c01_d09_mJB4_ch10_1,instrumentalpop,"piano,electricpiano,drummachine",energetic
gJB_sBM_c01_d09_mJB4_ch10_2,newage,"piano,electricpiano,synthesizer",energetic
gJB_sFM_c01_d07_mJB4_ch05_1,jazz,"piano,electricpiano,drummachine",energetic
gJB_sFM_c01_d07_mJB4_ch05_2,newage,"piano,drummachine,synthesizer",energetic
gJB_sFM_c01_d07_mJB4_ch05_3,newage,"piano,electricpiano,drummachine",energetic
gJB_sFM_c01_d07_mJB4_ch05_4,indie,"piano,electricpiano,strings",energetic
gJB_sFM_c01_d07_mJB4_ch05_5,indie,"drummachine,piano,electricpiano",energetic
gJB_sFM_c01_d07_mJB4_ch05_6,indie,"drummachine,piano,electricpiano",energetic
gJB_sFM_c01_d08_mJB4_ch12_1,jazz,"piano,electricpiano,drummachine",energetic
gJB_sFM_c01_d08_mJB4_ch12_2,newage,"piano,drummachine,synthesizer",energetic
gJB_sFM_c01_d08_mJB4_ch12_3,newage,"piano,electricpiano,drummachine",energetic
gJB_sFM_c01_d08_mJB4_ch12_4,indie,"piano,electricpiano,strings",energetic
gJB_sFM_c01_d08_mJB4_ch12_5,indie,"drummachine,piano,electricpiano",energetic
gJB_sFM_c01_d08_mJB4_ch12_6,indie,"drummachine,piano,electricpiano",energetic
gJB_sFM_c01_d09_mJB4_ch19_1,jazz,"piano,electricpiano,drummachine",energetic
gJB_sFM_c01_d09_mJB4_ch19_2,newage,"piano,drummachine,synthesizer",energetic
gJB_sFM_c01_d09_mJB4_ch19_3,newage,"piano,electricpiano,drummachine",energetic
gJB_sFM_c01_d09_mJB4_ch19_4,indie,"piano,electricpiano,strings",energetic
gJB_sFM_c01_d09_mJB4_ch19_5,indie,"drummachine,piano,electricpiano",energetic
gJB_sFM_c01_d09_mJB4_ch19_6,indie,"drummachine,piano,electricpiano",energetic
gJS_sBM_c01_d01_mJS0_ch03_1,reggae,"drummachine,piano,drums",energetic
gJS_sBM_c01_d01_mJS0_ch03_2,reggae,"synthesizer,drums,drummachine",film
gJS_sBM_c01_d01_mJS0_ch04_1,reggae,"drummachine,piano,drums",energetic
gJS_sBM_c01_d01_mJS0_ch04_2,reggae,"synthesizer,drums,drummachine",film
gJS_sBM_c01_d01_mJS0_ch05_1,reggae,"drummachine,piano,drums",energetic
gJS_sBM_c01_d01_mJS0_ch05_2,reggae,"synthesizer,drums,drummachine",film
gJS_sBM_c01_d01_mJS0_ch06_1,reggae,"drummachine,piano,drums",energetic
gJS_sBM_c01_d01_mJS0_ch06_2,reggae,"synthesizer,drums,drummachine",film
gJS_sBM_c01_d01_mJS0_ch07_1,reggae,"drummachine,piano,drums",energetic
gJS_sBM_c01_d01_mJS0_ch07_2,reggae,"synthesizer,drums,drummachine",film
gJS_sBM_c01_d01_mJS0_ch08_1,reggae,"drummachine,piano,drums",energetic
gJS_sBM_c01_d01_mJS0_ch08_2,reggae,"synthesizer,drums,drummachine",film
gJS_sBM_c01_d01_mJS0_ch09_1,reggae,"drummachine,piano,drums",energetic
gJS_sBM_c01_d01_mJS0_ch09_2,reggae,"synthesizer,drums,drummachine",film
gJS_sBM_c01_d01_mJS0_ch10_1,reggae,"drummachine,piano,drums",energetic
gJS_sBM_c01_d01_mJS0_ch10_2,reggae,"synthesizer,drums,drummachine",film
gJS_sBM_c01_d02_mJS0_ch03_1,reggae,"drummachine,piano,drums",energetic
gJS_sBM_c01_d02_mJS0_ch03_2,reggae,"synthesizer,drums,drummachine",film
gJS_sBM_c01_d02_mJS0_ch04_1,reggae,"drummachine,piano,drums",energetic
gJS_sBM_c01_d02_mJS0_ch04_2,reggae,"synthesizer,drums,drummachine",film
gJS_sBM_c01_d02_mJS0_ch05_1,reggae,"drummachine,piano,drums",energetic
gJS_sBM_c01_d02_mJS0_ch05_2,reggae,"synthesizer,drums,drummachine",film
gJS_sBM_c01_d02_mJS0_ch06_1,reggae,"drummachine,piano,drums",energetic
gJS_sBM_c01_d02_mJS0_ch06_2,reggae,"synthesizer,drums,drummachine",film
gJS_sBM_c01_d02_mJS0_ch07_1,reggae,"drummachine,piano,drums",energetic
gJS_sBM_c01_d02_mJS0_ch07_2,reggae,"synthesizer,drums,drummachine",film
gJS_sBM_c01_d02_mJS0_ch08_1,reggae,"drummachine,piano,drums",energetic
gJS_sBM_c01_d02_mJS0_ch08_2,reggae,"synthesizer,drums,drummachine",film
gJS_sBM_c01_d02_mJS0_ch09_1,reggae,"drummachine,piano,drums",energetic
gJS_sBM_c01_d02_mJS0_ch09_2,reggae,"synthesizer,drums,drummachine",film
gJS_sBM_c01_d02_mJS0_ch10_1,reggae,"drummachine,piano,drums",energetic
gJS_sBM_c01_d02_mJS0_ch10_2,reggae,"synthesizer,drums,drummachine",film
gJS_sFM_c01_d01_mJS0_ch01_1,reggae,"drummachine,piano,drums",energetic
gJS_sFM_c01_d01_mJS0_ch01_2,reggae,"synthesizer,drums,computer",film
gJS_sFM_c01_d01_mJS0_ch01_3,reggae,"computer,drums,piano",energetic
gJS_sFM_c01_d01_mJS0_ch01_4,reggae,"computer,piano,synthesizer",film
gJS_sFM_c01_d01_mJS0_ch01_5,reggae,"computer,synthesizer,drums",energetic
gJS_sFM_c01_d01_mJS0_ch01_6,reggae,"drummachine,drums,violin",energetic
gJS_sFM_c01_d01_mJS0_ch01_7,reggae,"synthesizer,drums,piano",energetic
gJS_sFM_c01_d01_mJS0_ch01_8,reggae,"drummachine,drums,piano",energetic
gJS_sFM_c01_d01_mJS0_ch01_9,reggae,"synthesizer,drums,drummachine",energetic
gJS_sFM_c01_d02_mJS0_ch08_1,reggae,"drummachine,piano,drums",energetic
gJS_sFM_c01_d02_mJS0_ch08_2,reggae,"synthesizer,drums,computer",film
gJS_sFM_c01_d02_mJS0_ch08_3,reggae,"computer,drums,piano",energetic
gJS_sFM_c01_d02_mJS0_ch08_4,reggae,"computer,piano,synthesizer",film
gJS_sFM_c01_d02_mJS0_ch08_5,reggae,"computer,synthesizer,drums",energetic
gJS_sFM_c01_d02_mJS0_ch08_6,reggae,"drummachine,drums,violin",energetic
gJS_sFM_c01_d02_mJS0_ch08_7,reggae,"synthesizer,drums,piano",energetic
gJS_sFM_c01_d02_mJS0_ch08_8,reggae,"drummachine,drums,piano",energetic
gJS_sFM_c01_d02_mJS0_ch08_9,reggae,"synthesizer,drums,drummachine",energetic
gJS_sFM_c01_d03_mJS0_ch01_1,reggae,"drummachine,piano,drums",energetic
gJS_sFM_c01_d03_mJS0_ch01_2,reggae,"synthesizer,drums,computer",film
gJS_sFM_c01_d03_mJS0_ch01_3,reggae,"computer,drums,piano",energetic
gJS_sFM_c01_d03_mJS0_ch01_4,reggae,"computer,piano,synthesizer",film
gJS_sFM_c01_d03_mJS0_ch01_5,reggae,"computer,synthesizer,drums",energetic
gJS_sFM_c01_d03_mJS0_ch01_6,reggae,"drummachine,drums,violin",energetic
gJS_sFM_c01_d03_mJS0_ch01_7,reggae,"synthesizer,drums,piano",energetic
